iter	Passed	Remaining
225	8234	28202
226	8246	28082
227	8260	27969
228	8273	27854
229	8286	27742
230	8300	27632
231	8327	27566
232	8350	27489
233	8362	27374
234	8372	27253
235	8404	27208
236	8418	27102
237	8441	27026
238	8451	26910
239	8462	26799
240	8530	26866
241	8540	26749
242	8549	26634
243	8614	26691
244	8678	26743
245	8694	26650
246	8709	26551
247	8724	26453
248	9105	27462
249	9116	27348
250	9129	27242
251	9245	27442
252	9258	27335
253	9270	27226
254	9337	27281
255	9348	27167
256	9385	27133
257	9394	27018
258	9403	26902
259	9412	26788
260	9457	26777
261	9471	26680
262	9481	26569
263	9495	26471
264	9578	26566
265	9592	26469
266	9694	26614
267	9704	26507
268	9714	26399
269	9723	26288
270	9758	26249
271	9770	26150
272	9781	26047
273	9869	26151
274	9883	26057
275	9895	25958
276	9992	26081
277	10005	25985
278	10014	25880
279	10040	25818
280	10051	25720
281	10063	25621
282	10079	25536
283	10089	25437
284	10123	25397
285	10132	25295
286	10193	25323
287	10206	25233
288	10217	25136
289	10287	25186
290	10301	25099
291	10313	25007
292	10383	25053
293	10401	24977
294	10413	24886
295	10442	24835
296	10456	24750
297	10467	24658
298	10547	24727
299	10561	24642
300	10572	24551
301	10633	24576
302	10644	24484
303	10656	24397
304	10785	24576
305	10796	24486
306	10824	24434
307	10847	24370
308	10919	24419
309	10929	24326
310	10941	24240
311	11016	24293
312	11031	24213
313	11043	24126
314	11070	24072
315	11087	23999
316	11175	24079
317	11187	23993
318	11204	23918
319	11279	23968
320	11294	23890
321	11306	23806
322	11400	23895
323	11410	23808
324	11420	23720
325	11491	23759
326	11503	23675
327	11513	23589
328	11568	23594
329	11586	23524
330	11599	23444
331	11682	23506
332	11692	23420
333	11701	23333
334	11757	23339
335	11771	23263
336	11781	23177
337	11853	23216
338	11867	23139
339	11876	23053
340	11885	22970
341	11942	22977
342	11956	22902
343	11966	22819
344	12093	22960
345	12109	22889
346	12159	22881
347	12248	22948
348	12466	23254
349	12516	23245
350	12590	23279
351	12727	23429
352	12744	23358
353	12758	23281
354	12767	23196
355	12776	23113
356	12860	23163
357	12869	23078
358	12878	22995
359	12969	23056
360	12980	22975
361	12989	22892
362	12998	22809
363	13082	22859
364	13092	22777
365	13102	22696
366	13131	22649
367	13156	22594
368	13192	22559
369	13201	22479
370	13213	22402
371	13312	22473
372	13322	22395
373	13332	22315
374	13534	22557
375	13543	22476
376	13556	22402
377	13650	22461
378	13661	22385
379	13671	22306
380	13682	22229
381	13695	22157
382	13708	22084
383	13722	22012
384	13736	21942
385	13787	21930
386	13796	21853
387	13809	21781
388	13874	21793
389	13887	21721
390	13901	21652
391	13910	21575
392	13922	21503
393	13970	21487
394	13986	21421
395	13997	21349
396	14083	21390
397	14097	21322
398	14107	21250
399	14117	21176
400	14127	21102
401	14136	21028
402	14146	20956
403	14233	20998
404	14244	20926
405	14253	20852
406	14318	20862
407	14327	20789
408	14337	20718
409	14404	20728
410	14415	20658
411	14424	20586
412	14467	20563
413	14479	20494
414	14492	20428
415	14591	20483
416	14606	20421
417	14619	20354
418	14699	20382
419	14713	20318
420	14727	20254
421	14796	20265
422	14810	20202
423	14881	20216
424	14899	20158
425	14911	20092
426	14965	20082
427	14975	20014
428	14989	19950
429	15075	19983
430	15087	19917
431	15100	19854
432	15179	19876
433	15188	19808
434	15198	19740
435	15222	19691
436	15249	19646
437	15265	19586
438	15418	19703
439	15435	19644
440	15510	19660
441	15529	19604
442	15618	19637
443	15627	19569
444	15638	19504
445	15723	19531
446	15735	19467
447	15745	19401
448	15763	19344
449	15777	19283
450	15792	19223
451	15811	19170
452	15829	19114
453	15852	19064
454	15937	19089
455	15946	19023
456	15955	18957
457	16044	18987
458	16057	18926
459	16068	18862
460	16150	18883
461	16162	18820
462	16172	18756
463	16209	18725
464	16221	18663
465	16235	18604
466	16284	18585
467	16326	18559
468	16338	18498
469	16347	18434
470	16373	18389
471	16388	18333
472	16416	18290
473	16516	18328
474	16530	18271
475	16545	18213
476	16558	18155
477	16697	18234
478	16710	18175
479	16720	18114
480	16821	18150
481	16835	18092
482	16847	18032
483	16856	17971
484	16870	17913
485	16883	17856
486	16897	17799
487	16911	17742
488	16923	17685
489	16937	17628
490	16951	17572
491	16964	17516
492	17044	17528
493	17057	17471
494	17071	17416
495	17084	17360
496	17111	17318
497	17252	17391
498	17271	17340
499	17293	17293
500	17313	17243
501	17329	17191
502	17360	17153
503	17876	17592
504	17891	17536
505	17906	17481
506	18312	17806
507	18418	17838
508	18433	17782
509	18451	17728
510	18632	17830
511	18646	17772
512	18659	17714
513	18665	17648
514	18678	17590
515	18905	17733
516	18920	17676
517	18961	17643
518	18976	17586
519	19331	17844
520	19346	17786
521	19360	17728
522	19524	17807
523	19539	17749
524	19554	17691
525	19568	17634
526	19705	17686
527	19776	17678
528	19791	17621
529	19805	17563
530	20053	17712
531	20078	17662
532	20293	17780
533	20308	17722
534	20321	17662
535	20587	17821
536	20600	17761
537	20655	17737
538	20669	17677
539	20682	17618
540	20696	17559
541	20822	17595
542	20838	17537
543	20856	17482
544	20927	17471
545	20944	17415
546	20954	17353
547	20964	17291
548	20984	17238
549	20994	17177
550	21010	17120
551	21029	17067
552	21039	17006
553	21049	16945
554	21059	16885
555	21073	16828
556	21089	16772
557	21213	16803
558	21226	16745
559	21236	16685
560	21246	16625
561	21349	16638
562	21432	16636
563	21443	16576
564	21452	16516
565	21502	16487
566	21517	16431
567	21528	16374
568	21543	16318
569	21592	16289
570	21607	16234
571	21618	16175
572	21670	16149
573	21679	16089
574	21688	16030
575	21781	16033
576	21794	15977
577	21830	15938
578	21844	15883
579	21860	15830
580	21955	15833
581	21970	15779
582	22073	15788
583	22083	15730
584	22092	15672
585	22102	15614
586	22216	15631
587	22226	15573
588	22237	15517
589	22325	15514
590	22338	15459
591	22348	15402
592	22358	15345
593	22368	15288
594	22382	15235
595	22468	15230
596	22482	15176
597	22497	15123
598	22505	15066
599	22574	15049
600	22590	14997
601	22600	14941
602	22609	14885
603	22669	14863
604	22680	14807
605	22695	14755
606	22709	14703
607	22759	14673
608	22775	14622
609	22785	14567
610	22856	14552
611	22867	14497
612	22884	14447
613	22937	14420
614	22948	14366
615	22962	14314
616	23035	14299
617	23044	14244
618	23060	14193
619	23083	14148
620	23093	14093
621	23110	14044
622	23131	13997
623	23140	13943
624	23284	13970
625	23294	13916
626	23309	13867
627	23429	13878
628	23439	13825
629	23449	13771
630	23472	13726
631	23484	13674
632	23492	13620
633	23555	13598
634	23564	13544
635	23575	13492
636	23584	13439
637	23648	13418
638	23661	13367
639	23673	13316
640	23741	13296
641	23751	13244
642	23762	13193
643	23838	13177
644	23850	13126
645	23871	13081
646	23941	13062
647	23953	13011
648	24043	13003
649	24055	12953
650	24068	12903
651	24082	12853
652	24094	12803
653	24172	12788
654	24185	12738
655	24195	12687
656	24265	12668
657	24280	12619
658	24293	12570
659	24305	12521
660	24321	12473
661	24332	12423
662	24346	12375
663	24356	12324
664	24454	12319
665	24464	12269
666	24498	12230
667	24506	12180
668	24559	12151
669	24567	12100
670	24578	12051
671	24638	12025
672	24652	11978
673	24663	11929
674	24673	11879
675	24683	11830
676	24693	11781
677	24702	11731
678	24723	11688
679	24747	11645
680	24762	11599
681	24809	11568
682	24819	11519
683	24829	11470
684	24838	11422
685	24869	11383
686	24887	11338
687	24961	11319
688	25008	11288
689	25021	11241
690	25101	11224
691	25117	11179
692	25129	11132
693	25183	11103
694	25197	11057
695	25211	11011
696	25229	10967
697	25246	10923
698	25259	10877
699	25316	10850
700	25331	10804
701	25344	10758
702	25447	10750
703	25458	10704
704	25471	10658
705	25528	10630
706	25546	10587
707	25557	10540
708	25586	10501
709	25601	10456
710	25616	10412
711	25625	10365
712	25696	10343
713	25711	10298
714	25719	10251
715	25728	10205
716	25775	10173
717	25785	10127
718	25795	10081
719	25804	10034
720	25821	9991
721	25900	9972
722	25914	9928
723	25927	9884
724	25979	9854
725	26014	9818
726	26027	9773
727	26037	9728
728	26099	9702
729	26108	9656
730	26118	9611
731	26128	9566
732	26139	9521
733	26149	9476
734	26158	9431
735	26211	9401
736	26227	9359
737	26240	9315
738	26248	9270
739	26259	9226
740	26268	9181
741	26277	9137
742	26288	9092
743	26298	9048
744	26308	9004
745	26397	8987
746	26406	8943
747	26415	8899
748	26441	8860
749	26459	8819
750	26478	8779
751	26497	8738
752	26519	8698
753	26548	8661
754	26631	8641
755	26649	8601
756	26664	8559
757	26738	8536
758	26751	8494
759	26760	8450
760	26769	8407
761	26790	8367
762	26800	8324
763	26813	8282
764	26898	8262
765	26912	8221
766	26926	8179
767	26960	8144
768	26975	8103
769	26988	8061
770	27094	8047
771	27116	8008
772	27127	7966
773	27137	7923
774	27149	7882
775	27163	7840
776	27172	7798
777	27191	7758
778	27303	7745
779	27384	7723
780	27443	7695
781	27458	7654
782	27482	7616
783	27564	7594
784	27585	7555
785	27600	7514
786	27711	7499
787	27721	7458
788	27730	7415
789	27740	7374
790	27796	7344
791	27806	7302
792	27816	7261
793	27842	7223
794	27868	7186
795	27881	7145
796	27903	7107
797	27913	7065
798	27935	7027
799	27969	6992
800	27980	6951
801	27991	6910
802	28039	6878
803	28054	6839
804	28065	6798
805	28120	6768
806	28133	6728
807	28143	6687
808	28152	6646
809	28186	6611
810	28212	6574
811	28221	6533
812	28278	6504
813	28288	6463
814	28297	6423
815	28306	6382
816	28317	6342
817	28326	6302
818	28337	6262
819	28402	6234
820	28415	6195
821	28426	6155
822	28435	6115
823	28444	6075
824	28454	6035
825	28463	5995
826	28473	5956
827	28485	5917
828	28494	5877
829	28506	5838
830	28515	5799
831	28527	5760
832	28537	5721
833	28551	5682
834	28560	5643
835	28574	5605
836	28584	5566
837	28631	5534
838	28648	5497
839	28661	5459
840	28676	5421
841	28689	5383
842	28704	5345
843	28717	5308
844	28738	5271
845	28755	5234
846	28782	5199
847	28792	5160
848	28802	5122
849	28812	5084
850	28821	5046
851	28838	5009
852	28851	4971
853	28865	4934
854	28879	4897
855	28887	4859
856	28896	4821
857	28936	4788
858	28947	4751
859	28958	4714
860	28968	4676
861	28981	4639
862	28991	4602
863	29001	4564
864	29047	4533
865	29061	4496
866	29076	4460
867	29099	4425
868	29111	4388
869	29123	4351
870	29133	4314
871	29143	4277
872	29152	4240
873	29162	4204
874	29173	4167
875	29241	4139
876	29256	4103
877	29269	4067
878	29294	4032
879	29307	3996
880	29332	3962
881	29343	3925
882	29353	3889
883	29388	3856
884	29468	3829
885	29482	3793
886	29493	3757
887	29504	3721
888	29514	3685
889	29527	3649
890	29610	3622
891	29620	3586
892	29629	3550
893	29638	3514
894	29652	3478
895	29663	3443
896	29679	3407
897	29697	3373
898	29719	3338
899	29733	3303
900	29765	3270
901	29774	3234
902	29787	3199
903	29830	3167
904	29842	3132
905	29851	3097
906	29861	3061
907	29915	3031
908	29941	2997
909	29952	2962
910	29994	2930
911	30017	2896
912	30036	2862
913	30050	2827
914	30063	2792
915	30083	2758
916	30152	2729
917	30164	2694
918	30176	2659
919	30279	2633
920	30293	2598
921	30306	2563
922	30315	2529
923	30330	2494
924	30344	2460
925	30358	2426
926	30368	2391
927	30415	2359
928	30425	2325
929	30438	2291
930	30454	2257
931	30468	2223
932	30479	2188
933	30534	2157
934	30548	2123
935	30561	2089
936	30571	2055
937	30609	2023
938	30621	1989
939	30631	1955
940	30641	1921
941	30655	1887
942	30666	1853
943	30676	1819
944	30747	1789
945	30759	1755
946	30770	1722
947	30794	1689
948	30805	1655
949	30815	1621
950	30825	1588
951	30861	1556
952	30876	1522
953	30917	1490
954	30936	1457
955	30957	1424
956	30974	1391
957	30987	1358
958	30995	1325
959	31004	1291
960	31017	1258
961	31099	1228
962	31113	1195
963	31170	1164
964	31185	1131
965	31199	1098
966	31233	1065
967	31242	1032
968	31251	999
969	31324	968
970	31332	935
971	31343	902
972	31354	870
973	31370	837
974	31385	804
975	31401	772
976	31447	740
977	31457	707
978	31468	675
979	31484	642
980	31494	609
981	31505	577
982	31513	545
983	31526	512
984	31536	480
985	31545	447
986	31557	415
987	31567	383
988	31577	351
989	31591	319
990	31605	287
991	31640	255
992	31648	223
993	31657	191
994	31665	159
995	31685	127
996	31697	95
997	31711	63
998	31809	31
999	31818	0
